Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Unit_Price,Estd_Cat
DRF37,17.25,Low Fat,0.08426245800000001,Soft Drinks,261.591,OUT013,1987,High,Tier 3,Supermarket Type1,3418.883,15.164695652173913,1
FDN40,5.88,Low Fat,0.08644044,Frozen Foods,155.3998,OUT035,2004,Small,Tier 2,Supermarket Type1,2153.1972,26.428537414965987,3
FDN24,14.219723235541668,Low Fat,0.11271892800000001,Baking Goods,54.2956,OUT027,1985,Medium,Tier 3,Supermarket Type3,1310.2944,3.8183302938196557,1
FDF16,7.3,Low Fat,0.086619573,Frozen Foods,147.6076,OUT017,2007,Medium,Tier 2,Supermarket Type1,3251.7672,20.220219178082193,3
FDH27,7.075,Low Fat,0.058437653,Dairy,143.0128,OUT049,1999,Medium,Tier 1,Supermarket Type1,1150.5024,20.21382332155477,2
FDY52,6.365,Low Fat,0.0,Frozen Foods,59.7536,OUT017,2007,Medium,Tier 2,Supermarket Type1,980.0576,9.387839748625295,3
NCH55,16.140511878385517,Low Fat,0.034504414,Household,125.20200000000001,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783.0440000000003,7.757003058103976,1
NCH18,9.3,Low Fat,0.044652785,Household,247.0802,OUT035,2004,Small,Tier 2,Supermarket Type1,1228.401,26.56776344086021,3
DRC01,5.92,Regular,0.019184026,Soft Drinks,50.3692,OUT013,1987,High,Tier 3,Supermarket Type1,591.2304,8.50831081081081,1
NCO14,9.6,Low Fat,0.029638267000000003,Household,42.6086,OUT035,2004,Small,Tier 2,Supermarket Type1,133.8258,4.438395833333334,3
DRG39,14.15,Low Fat,0.042180995,Dairy,52.0982,OUT046,1997,Small,Tier 1,Supermarket Type1,578.5802,3.6818515901060067,2
DRK13,11.8,Low Fat,0.11507174,Soft Drinks,198.2084,OUT013,1987,High,Tier 3,Supermarket Type1,3769.7596,16.797322033898304,1
FDD41,6.765,Regular,0.087437069,Frozen Foods,106.1306,OUT045,2002,Medium,Tier 2,Supermarket Type1,1672.4896,15.68818920916482,3
FDQ19,7.374312469816151,Regular,0.014295563999999998,Fruits and Vegetables,242.6512,OUT027,1985,Medium,Tier 3,Supermarket Type3,12117.56,32.904925170068026,1
FDX58,13.15,Low Fat,0.073251428,Snack Foods,181.695,OUT010,1998,Small,Tier 3,Grocery Store,549.285,13.817110266159695,2
FDK40,7.031660381442829,Low Fat,0.021743592000000003,Frozen Foods,263.191,OUT027,1985,Medium,Tier 3,Supermarket Type3,6574.775,37.42942430703624,1
FDI52,18.7,Low Fat,0.10527024,Frozen Foods,122.9072,OUT017,2007,Medium,Tier 2,Supermarket Type1,490.0288,6.572577540106952,3
FDT28,13.3,Low Fat,0.063513272,Frozen Foods,149.9708,OUT013,1987,High,Tier 3,Supermarket Type1,2106.5912,11.276,1
FDH52,9.42,Regular,0.044151435,Frozen Foods,61.5194,OUT017,2007,Medium,Tier 2,Supermarket Type1,866.8716,6.53072186836518,3
FDZ38,17.6,Low Fat,0.008001018,Dairy,170.4422,OUT046,1997,Small,Tier 1,Supermarket Type1,2759.0752,9.68421590909091,2
FDF12,8.235,Low Fat,0.0828941,Baking Goods,149.3076,OUT017,2007,Medium,Tier 2,Supermarket Type1,1921.4988,18.130856102003644,3
NCE06,5.875105965893768,Low Fat,0.091042211,Household,162.6894,OUT027,1985,Medium,Tier 3,Supermarket Type3,2588.6304,27.69131330472103,1
FDO45,13.15,Regular,0.038011783,Snack Foods,89.6856,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,6.820197718631178,2
NCS18,12.65,Low Fat,0.042296724,Household,106.3938,OUT045,2002,Medium,Tier 2,Supermarket Type1,3751.783,8.410577075098814,3
NCE54,20.7,Low Fat,0.02695441,Household,73.2354,OUT045,2002,Medium,Tier 2,Supermarket Type1,1504.7079999999999,3.5379420289855075,3
FDB50,13.0,Low Fat,0.153930108,Canned,76.7986,OUT045,2002,Medium,Tier 2,Supermarket Type1,2648.5524,5.907584615384615,3
FDZ20,16.1,Low Fat,0.034376537,Fruits and Vegetables,256.1356,OUT045,2002,Medium,Tier 2,Supermarket Type1,6358.39,15.90904347826087,3
FDB11,16.0,Low Fat,0.060971431,Starchy Foods,226.2404,OUT045,2002,Medium,Tier 2,Supermarket Type1,4725.8484,14.140025,3
FDU22,12.35,Low Fat,0.0,Snack Foods,118.9124,OUT013,1987,High,Tier 3,Supermarket Type1,3199.8348,9.628534412955466,1
FDY48,14.0,Low Fat,0.023831558,Baking Goods,103.1332,OUT018,2009,Medium,Tier 3,Supermarket Type2,1948.1308,7.366657142857143,3
NCP30,20.5,Low Fat,0.032762495,Household,40.0822,OUT035,2004,Small,Tier 2,Supermarket Type1,1257.0304,1.9552292682926828,3
FDD08,8.3,Low Fat,0.035347676,Fruits and Vegetables,38.0506,OUT035,2004,Small,Tier 2,Supermarket Type1,531.3084,4.584409638554217,3
NCG42,19.2,Low Fat,0.041291929,Household,130.131,OUT049,1999,Medium,Tier 1,Supermarket Type1,1038.6480000000001,6.777656250000001,2
NCT30,9.1,Low Fat,0.08074705900000001,Household,46.9718,OUT017,2007,Medium,Tier 2,Supermarket Type1,850.8924,5.161736263736264,3
FDT37,14.15,Low Fat,0.035240817,Canned,255.5014,OUT013,1987,High,Tier 3,Supermarket Type1,5355.0294,18.056636042402825,1
FDU04,7.93,Low Fat,0.005557062,Frozen Foods,122.1414,OUT049,1999,Medium,Tier 1,Supermarket Type1,2924.1936,15.402446406052965,2
NCH30,17.1,Low Fat,0.06715405299999999,Household,114.38600000000001,OUT046,1997,Small,Tier 1,Supermarket Type1,1245.046,6.689239766081871,2
DRG37,16.2,Low Fat,0.019362306,Soft Drinks,154.6972,OUT013,1987,High,Tier 3,Supermarket Type1,1713.7692,9.54920987654321,1
FDS13,6.465,Low Fat,0.124506117,Canned,264.7884,OUT046,1997,Small,Tier 1,Supermarket Type1,3709.8376,40.957215777262185,2
FDQ47,7.155,Regular,0.168871496,Breads,34.3874,OUT018,2009,Medium,Tier 3,Supermarket Type2,670.4606,4.806065688329839,3
FDY26,20.6,Regular,0.030504756,Dairy,212.6244,OUT035,2004,Small,Tier 2,Supermarket Type1,3599.3148,10.32157281553398,3
FDB14,20.25,Regular,0.10314237300000001,Canned,94.61200000000001,OUT018,2009,Medium,Tier 3,Supermarket Type2,652.484,4.672197530864198,3
FDV45,16.937644434202017,Low Fat,0.07887225099999999,Snack Foods,189.5556,OUT019,1985,Small,Tier 1,Grocery Store,1126.5336,11.191379104477614,1
FDR23,15.85,Low Fat,0.082120687,Breads,177.437,OUT018,2009,Medium,Tier 3,Supermarket Type2,5645.984,11.194763406940064,3
NCS29,9.0,Low Fat,0.069487587,Health and Hygiene,266.6884,OUT013,1987,High,Tier 3,Supermarket Type1,3974.8259999999996,29.632044444444446,1
FDK33,17.917150703483564,Low Fat,0.011180843000000001,Snack Foods,213.456,OUT027,1985,Medium,Tier 3,Supermarket Type3,4261.12,11.913501400560222,1
FDW24,6.87910432059302,Low Fat,0.037315469,Baking Goods,50.0034,OUT027,1985,Medium,Tier 3,Supermarket Type3,1992.7394,7.268882352941176,1
FDR08,18.7,Low Fat,0.037835765,Fruits and Vegetables,111.1886,OUT017,2007,Medium,Tier 2,Supermarket Type1,2334.9606,5.945914438502673,3
FDB45,20.85,Low Fat,0.021312043,Fruits and Vegetables,104.9306,OUT013,1987,High,Tier 3,Supermarket Type1,2299.6732,5.032642685851319,1
FDW32,18.35,Regular,0.09421836300000001,Fruits and Vegetables,83.9882,OUT013,1987,High,Tier 3,Supermarket Type1,1202.4348,4.5770136239782016,1
FDN21,18.6,Low Fat,0.076841095,Snack Foods,162.2236,OUT035,2004,Small,Tier 2,Supermarket Type1,2900.2248,8.721698924731182,3
FDH56,9.8,Regular,0.063805139,Fruits and Vegetables,117.3492,OUT035,2004,Small,Tier 2,Supermarket Type1,810.9444,11.974408163265306,3
FDQ07,15.1,Regular,0.087542757,Fruits and Vegetables,219.8456,OUT049,1999,Medium,Tier 1,Supermarket Type1,6189.2768,14.559311258278145,2
FDU58,6.665163563219681,Regular,0.028871235,Snack Foods,188.7898,OUT027,1985,Medium,Tier 3,Supermarket Type3,2057.9878,28.32485627836611,1
FDK36,7.09,Low Fat,0.00720931,Baking Goods,48.1034,OUT013,1987,High,Tier 3,Supermarket Type1,1069.2748,6.784682651622003,1
NCG18,15.26659654447681,Low Fat,0.02286663,Household,102.8332,OUT027,1985,Medium,Tier 3,Supermarket Type3,2768.3964,6.735830065359478,1
FDQ26,13.191839737036576,Regular,0.067543727,Dairy,57.2562,OUT027,1985,Medium,Tier 3,Supermarket Type3,2073.967,4.340274074074074,1
DRL47,19.972941993069355,Low Fat,0.038549197,Hard Drinks,127.5362,OUT027,1985,Medium,Tier 3,Supermarket Type3,1006.6896,6.3854488759971,1
DRJ11,9.5,Low Fat,0.0,Hard Drinks,188.9872,OUT017,2007,Medium,Tier 2,Supermarket Type1,1323.6104,19.89338947368421,3
FDB41,19.0,Regular,0.097709541,Frozen Foods,48.6718,OUT018,2009,Medium,Tier 3,Supermarket Type2,614.5334,2.5616736842105263,3
NCA06,20.5,Low Fat,0.143283608,Household,37.919000000000004,OUT046,1997,Small,Tier 1,Supermarket Type1,183.095,1.8497073170731708,2
NCZ41,19.85,Low Fat,0.064551885,Health and Hygiene,125.2704,OUT045,2002,Medium,Tier 2,Supermarket Type1,2127.8968,6.310851385390428,3
NCD54,21.1,Low Fat,0.029173031000000002,Household,145.7786,OUT017,2007,Medium,Tier 2,Supermarket Type1,1444.786,6.908938388625592,3
FDM34,19.301212643520092,Low Fat,0.06712095400000001,Snack Foods,132.9626,OUT027,1985,Medium,Tier 3,Supermarket Type3,3279.065,6.888821052631578,1
FDL57,15.1,Regular,0.067020992,Snack Foods,260.3304,OUT013,1987,High,Tier 3,Supermarket Type1,5424.9384,17.240423841059602,1
NCD30,19.7,Low Fat,0.026826918999999998,Household,98.7726,OUT013,1987,High,Tier 3,Supermarket Type1,1859.5794,5.0138375634517764,1
FDH17,16.2,Regular,0.01665334,Frozen Foods,97.3726,OUT046,1997,Small,Tier 1,Supermarket Type1,2055.3246,6.010654320987655,2
FDD57,18.1,Low Fat,0.022395357,Fruits and Vegetables,96.5094,OUT035,2004,Small,Tier 2,Supermarket Type1,1332.9316,5.332011049723756,3
FDC58,10.195,Low Fat,0.042113173,Snack Foods,42.5428,OUT018,2009,Medium,Tier 3,Supermarket Type2,878.8560000000001,4.1729082883766555,3
FDX47,6.55,Regular,0.034604342999999996,Breads,157.8288,OUT046,1997,Small,Tier 1,Supermarket Type1,2514.0608,24.096,2
FDC50,15.85,Low Fat,0.136774734,Canned,94.4094,OUT045,2002,Medium,Tier 2,Supermarket Type1,1428.141,5.95642902208202,3
NCS53,14.350182763551654,Low Fat,0.08934343300000001,Health and Hygiene,157.3604,OUT027,1985,Medium,Tier 3,Supermarket Type3,6021.4952,10.965741871921182,1
FDY13,12.1,Low Fat,0.030250132000000002,Canned,75.267,OUT018,2009,Medium,Tier 3,Supermarket Type2,612.536,6.220413223140496,3
FDP44,16.5,Regular,0.079698503,Fruits and Vegetables,100.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,1537.9979999999998,6.0989818181818185,3
FDH60,19.78307540405285,Regular,0.141360118,Baking Goods,197.31099999999998,OUT019,1985,Small,Tier 1,Grocery Store,392.82199999999995,9.973727338651198,1
FDR02,16.7,Low Fat,0.036933417,Dairy,109.1886,OUT010,1998,Small,Tier 3,Grocery Store,222.3772,6.538239520958084,2
FDK48,7.612405583633919,Low Fat,0.037449987000000004,Baking Goods,76.7354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783.7098,10.080308932169242,1
FDO24,11.1,Low Fat,0.294948897,Baking Goods,159.0604,OUT010,1998,Small,Tier 3,Grocery Store,792.302,14.329765765765766,2
FDE20,11.35,Regular,0.005525913,Fruits and Vegetables,168.27900000000002,OUT013,1987,High,Tier 3,Supermarket Type1,2376.906,14.826343612334805,1
FDM04,9.195,Regular,0.04712061,Frozen Foods,53.1666,OUT046,1997,Small,Tier 1,Supermarket Type1,768.9989999999999,5.782120717781403,2
NCH07,13.302330621871116,Low Fat,0.162248011,Household,160.4604,OUT019,1985,Small,Tier 1,Grocery Store,316.9208,12.06257794676806,1
DRP35,18.85,Low Fat,0.09086729699999999,Hard Drinks,127.3336,OUT046,1997,Small,Tier 1,Supermarket Type1,3962.8416,6.755098143236074,2
FDO11,8.0,Regular,0.030264897000000002,Breads,250.3092,OUT046,1997,Small,Tier 1,Supermarket Type1,6723.2484,31.28865,2
NCM30,19.1,Low Fat,0.067295406,Household,41.9796,OUT046,1997,Small,Tier 1,Supermarket Type1,701.7532,2.1978848167539264,2
DRF27,8.905764081389712,Low Fat,0.02827966,Dairy,152.234,OUT027,1985,Medium,Tier 3,Supermarket Type3,1071.938,17.093872980323148,1
NCR18,16.34419792595423,Low Fat,0.020388413,Household,44.4112,OUT027,1985,Medium,Tier 3,Supermarket Type3,767.0016,2.717245606128887,1
FDS48,15.03807274777482,Low Fat,0.027644732,Baking Goods,149.4708,OUT027,1985,Medium,Tier 3,Supermarket Type3,3159.8868,9.939491749174918,1
FDO32,6.36,Low Fat,0.120731024,Fruits and Vegetables,46.506,OUT049,1999,Medium,Tier 1,Supermarket Type1,652.484,7.312264150943396,2
NCP05,19.6,Low Fat,0.025429614,Health and Hygiene,151.7024,OUT017,2007,Medium,Tier 2,Supermarket Type1,2884.2456,7.739918367346939,3
FDF44,7.166580746272869,Regular,0.059438787,Fruits and Vegetables,130.9968,OUT027,1985,Medium,Tier 3,Supermarket Type3,4828.3816,18.278842398884244,1
FDX56,17.1,Regular,0.074059474,Fruits and Vegetables,209.0638,OUT046,1997,Small,Tier 1,Supermarket Type1,3520.0846,12.225953216374267,2
FDE46,18.406369238462577,Low Fat,0.015693328,Snack Foods,150.7366,OUT027,1985,Medium,Tier 3,Supermarket Type3,906.8196,8.18937173579109,1
FDQ09,7.142230171951683,Low Fat,0.057850699000000005,Snack Foods,113.2834,OUT027,1985,Medium,Tier 3,Supermarket Type3,4376.9692,15.861068219962482,1
NCB54,8.76,Low Fat,0.050011058,Health and Hygiene,126.7336,OUT013,1987,High,Tier 3,Supermarket Type1,639.168,14.467305936073059,1
NCV18,6.775,Low Fat,0.105225964,Household,84.225,OUT035,2004,Small,Tier 2,Supermarket Type1,3162.55,12.431734317343173,3
NCG55,16.25,Low Fat,0.039207025,Household,116.1176,OUT049,1999,Medium,Tier 1,Supermarket Type1,2633.9048,7.145698461538461,2
FDV14,19.85,Low Fat,0.044489064,Dairy,89.4856,OUT035,2004,Small,Tier 2,Supermarket Type1,1054.6272,4.508090680100755,3
FDT31,19.75,Low Fat,0.012437935,Fruits and Vegetables,189.9872,OUT013,1987,High,Tier 3,Supermarket Type1,3781.744,9.61960506329114,1
DRD12,6.96,Low Fat,0.077350112,Soft Drinks,91.4146,OUT045,2002,Medium,Tier 2,Supermarket Type1,638.5022,13.134281609195401,3
FDZ40,8.935,Low Fat,0.040346436,Frozen Foods,53.7298,OUT018,2009,Medium,Tier 3,Supermarket Type2,593.2278,6.0134079462786785,3
DRI11,8.26,Low Fat,0.057585723,Hard Drinks,113.7834,OUT010,1998,Small,Tier 3,Grocery Store,115.1834,13.775230024213075,2
FDP23,6.71,Low Fat,0.03565903,Breads,218.3166,OUT045,2002,Medium,Tier 2,Supermarket Type1,1959.4494,32.53600596125186,3
FDY02,8.945,Regular,0.087629354,Dairy,263.491,OUT035,2004,Small,Tier 2,Supermarket Type1,1840.9370000000001,29.456791503633312,3
FDM03,12.65,Low Fat,0.0,Meat,107.8938,OUT046,1997,Small,Tier 1,Supermarket Type1,750.3566,8.529154150197629,2
FDF35,15.0,Low Fat,0.154228739,Starchy Foods,107.3938,OUT049,1999,Medium,Tier 1,Supermarket Type1,750.3566,7.159586666666667,2
DRM37,15.35,Low Fat,0.096943078,Soft Drinks,196.5768,OUT017,2007,Medium,Tier 2,Supermarket Type1,7685.9952,12.806306188925081,3
NCV41,14.35,Low Fat,0.017065268,Health and Hygiene,109.5228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1768.3648,7.6322508710801396,2
NCK53,11.775219175019785,Low Fat,0.0,Health and Hygiene,100.8042,OUT027,1985,Medium,Tier 3,Supermarket Type3,3472.147,8.560706896551725,1
FDW23,5.765,Low Fat,0.082178616,Baking Goods,37.0164,OUT045,2002,Medium,Tier 2,Supermarket Type1,540.6296,6.420884648742411,3
FDW12,8.315,Regular,0.035542581000000004,Baking Goods,143.3444,OUT013,1987,High,Tier 3,Supermarket Type1,1596.5884,17.2392543595911,1
FDG44,6.13,Low Fat,0.10217162699999999,Fruits and Vegetables,53.8298,OUT035,2004,Small,Tier 2,Supermarket Type1,1024.6662,8.781370309951061,3
FDJ36,14.5,Regular,0.128235818,Baking Goods,104.1332,OUT035,2004,Small,Tier 2,Supermarket Type1,205.0664,7.1816,3
FDX55,15.1,Low Fat,0.055205899999999995,Fruits and Vegetables,219.4166,OUT046,1997,Small,Tier 1,Supermarket Type1,6096.0648,14.530900662251655,2
DRG13,17.25,Low Fat,0.037337632,Soft Drinks,163.7526,OUT018,2009,Medium,Tier 3,Supermarket Type2,3289.052,9.492904347826087,3
NCD06,13.0,Low Fat,0.09924262199999999,Household,46.306000000000004,OUT013,1987,High,Tier 3,Supermarket Type1,699.09,3.5620000000000003,1
FDW22,9.696871886865821,Regular,0.030143704,Snack Foods,222.0114,OUT027,1985,Medium,Tier 3,Supermarket Type3,6207.9192,22.895156560819277,1
FDD33,12.85,Low Fat,0.108412059,Fruits and Vegetables,233.2642,OUT045,2002,Medium,Tier 2,Supermarket Type1,3950.1914,18.152856031128405,3
FDG24,7.975,Low Fat,0.014628381999999999,Baking Goods,82.325,OUT035,2004,Small,Tier 2,Supermarket Type1,1331.6,10.322884012539186,3
FDE05,10.895,Regular,0.032454046,Frozen Foods,144.8102,OUT046,1997,Small,Tier 1,Supermarket Type1,3062.0142,13.291436438733365,2
FDZ12,9.17,Low Fat,0.10297881699999999,Baking Goods,144.947,OUT046,1997,Small,Tier 1,Supermarket Type1,4294.41,15.806652126499456,2
FDX37,16.2,Low Fat,0.10549819199999999,Canned,101.47,OUT010,1998,Small,Tier 3,Grocery Store,399.48,6.26358024691358,2
FDE44,14.65,Low Fat,0.171355643,Fruits and Vegetables,47.6692,OUT035,2004,Small,Tier 2,Supermarket Type1,739.038,3.2538703071672352,3
FDS52,9.016448214548983,Low Fat,0.009585169000000001,Frozen Foods,102.5016,OUT019,1985,Small,Tier 1,Grocery Store,101.2016,11.368290213723284,1
FDO39,6.985,Regular,0.137926458,Meat,184.7608,OUT018,2009,Medium,Tier 3,Supermarket Type2,4042.7376,26.451080887616317,3
FDI32,17.7,Low Fat,0.0,Fruits and Vegetables,115.0834,OUT045,2002,Medium,Tier 2,Supermarket Type1,2764.4016,6.501887005649718,3
FDV28,16.1,Regular,0.0,Frozen Foods,35.1558,OUT017,2007,Medium,Tier 2,Supermarket Type1,339.55800000000005,2.183590062111801,3
NCP53,14.75,Low Fat,0.033076388,Health and Hygiene,237.2906,OUT017,2007,Medium,Tier 2,Supermarket Type1,3089.9778,16.087498305084747,3
NCN43,12.15,Low Fat,0.006770251999999999,Others,124.473,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231.73,10.24469135802469,2
NCI31,20.075796204677317,Low Fat,0.142393355,Others,36.419000000000004,OUT019,1985,Small,Tier 1,Grocery Store,109.85700000000001,1.8140749999999999,1
FDK55,18.5,Low Fat,0.025813943,Meat,89.1172,OUT045,2002,Medium,Tier 2,Supermarket Type1,892.172,4.817145945945946,3
FDC17,12.15,Low Fat,0.015548178000000001,Frozen Foods,211.2928,OUT017,2007,Medium,Tier 2,Supermarket Type1,5049.4272,17.39035390946502,3
FDV28,16.1,Regular,0.159698192,Frozen Foods,32.0558,OUT035,2004,Small,Tier 2,Supermarket Type1,1018.674,1.9910434782608692,3
FDY26,20.6,Regular,0.030634812999999997,Dairy,212.9244,OUT018,2009,Medium,Tier 3,Supermarket Type2,2540.6928,10.336135922330095,3
NCU06,17.6,Low Fat,0.074522745,Household,228.801,OUT049,1999,Medium,Tier 1,Supermarket Type1,3215.8140000000003,13.000056818181816,2
FDV16,7.991492605029031,Regular,0.145200948,Frozen Foods,35.4558,OUT019,1985,Small,Tier 1,Grocery Store,135.8232,4.436693087557603,1
FDY31,5.98,Low Fat,0.043651197999999995,Fruits and Vegetables,146.1418,OUT045,2002,Medium,Tier 2,Supermarket Type1,3089.9778,24.43842809364548,3
DRE37,13.5,Low Fat,0.094366079,Soft Drinks,190.9872,OUT049,1999,Medium,Tier 1,Supermarket Type1,2836.308,14.1472,2
FDH33,12.85,Low Fat,0.121702394,Snack Foods,42.7428,OUT035,2004,Small,Tier 2,Supermarket Type1,703.0848,3.326287937743191,3
FDA46,13.6,Low Fat,0.117613212,Snack Foods,194.2136,OUT035,2004,Small,Tier 2,Supermarket Type1,2527.3768,14.280411764705883,3
FDP12,9.8,Regular,0.045258247,Baking Goods,35.9874,OUT035,2004,Small,Tier 2,Supermarket Type1,282.2992,3.672183673469388,3
FDJ09,15.0,Low Fat,0.058485617000000004,Snack Foods,44.7744,OUT049,1999,Medium,Tier 1,Supermarket Type1,679.1160000000001,2.98496,2
NCS54,13.71568757549465,Low Fat,0.00994477,Household,177.83700000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,6528.169,12.965955882352942,1
FDJ33,8.721361607955625,Regular,0.087894475,Snack Foods,121.17299999999999,OUT027,1985,Medium,Tier 3,Supermarket Type3,2586.633,13.8938167509837,1
FDF32,16.35,Low Fat,0.113953562,Fruits and Vegetables,198.2426,OUT010,1998,Small,Tier 3,Grocery Store,790.9704,12.124929663608562,2
FDN24,14.245912693316408,Low Fat,0.19831664899999998,Baking Goods,54.3956,OUT019,1985,Small,Tier 1,Grocery Store,272.978,3.8183302938196557,1
FDX21,7.05,Low Fat,0.084949955,Snack Foods,109.7912,OUT035,2004,Small,Tier 2,Supermarket Type1,1091.912,15.57321985815603,3
FDC57,20.1,Regular,0.054549098,Fruits and Vegetables,193.782,OUT013,1987,High,Tier 3,Supermarket Type1,1158.492,9.64089552238806,1
NCZ06,19.6,Low Fat,0.09454523599999999,Household,254.7698,OUT018,2009,Medium,Tier 3,Supermarket Type2,5327.0658,12.998459183673468,3
FDY56,16.35,Regular,0.062359467,Fruits and Vegetables,224.0062,OUT013,1987,High,Tier 3,Supermarket Type1,4288.4178,13.700685015290519,1
NCH07,13.15,Low Fat,0.092811105,Household,159.7604,OUT049,1999,Medium,Tier 1,Supermarket Type1,4119.9704,12.149079847908745,2
FDS44,12.65,Regular,0.156679617,Fruits and Vegetables,238.8538,OUT018,2009,Medium,Tier 3,Supermarket Type2,4566.7222,18.881723320158102,3
FDY33,14.5,Regular,0.09735225,Snack Foods,160.7262,OUT049,1999,Medium,Tier 1,Supermarket Type1,1750.3882,11.08456551724138,2
FDZ48,17.75,Low Fat,0.076113671,Baking Goods,111.4544,OUT045,2002,Medium,Tier 2,Supermarket Type1,1006.6896,6.279121126760564,3
FDY48,14.0,Low Fat,0.023783007000000002,Baking Goods,104.0332,OUT045,2002,Medium,Tier 2,Supermarket Type1,1435.4648,7.430942857142857,3
FDK16,8.895842983773766,Low Fat,0.11477129800000001,Frozen Foods,93.9094,OUT027,1985,Medium,Tier 3,Supermarket Type3,3903.5854,10.556548735324244,1
FDT16,9.895,Regular,0.048662357,Frozen Foods,261.7278,OUT046,1997,Small,Tier 1,Supermarket Type1,4685.9004,26.450510358767055,2
FDC26,10.195,Low Fat,0.211539389,Canned,110.9886,OUT010,1998,Small,Tier 3,Grocery Store,111.1886,10.886571848945561,2
DRJ47,18.25,Low Fat,0.04443056099999999,Hard Drinks,174.208,OUT018,2009,Medium,Tier 3,Supermarket Type2,2596.62,9.545643835616438,3
FDQ04,6.4,Low Fat,0.14186016099999998,Frozen Foods,41.0796,OUT010,1998,Small,Tier 3,Grocery Store,41.2796,6.4186875,2
FDN40,5.88,Low Fat,0.0,Frozen Foods,154.2998,OUT046,1997,Small,Tier 1,Supermarket Type1,1999.3974,26.241462585034014,2
FDS39,6.895,Low Fat,0.022441883,Meat,143.8812,OUT013,1987,High,Tier 3,Supermarket Type1,2707.1428,20.867469180565628,1
FDC11,20.5,Low Fat,0.142370445,Starchy Foods,90.6172,OUT018,2009,Medium,Tier 3,Supermarket Type2,1427.4752,4.420351219512195,3
